Monster	AttackStyle	XP/hr	GP/hr	Cost/hr	Profitability	XP	Options
Mounted terrorbird gnome	range	59.6k XP/hr	42.3k GP/hr	227.4k cost gp/hr	0.2	58715	
Mounted terrorbird gnome	mage	60k XP/hr	42.5k GP/hr	229k cost gp/hr	0.2	58715	
Mounted terrorbird gnome	range-def	61.8k XP/hr	43.8k GP/hr	235.6k cost gp/hr	0.2	58715	
Mounted terrorbird gnome	mage-def	61.7k XP/hr	43.7k GP/hr	235.3k cost gp/hr	0.2	58715	
Mounted terrorbird gnome	atk-str-def	60.8k XP/hr	43.1k GP/hr	232k cost gp/hr	0.2	58715	
Mounted terrorbird gnome	range	60.5k XP/hr	42.9k GP/hr	230.9k cost gp/hr	0.2	58715	
Mounted terrorbird gnome	mage	60k XP/hr	42.5k GP/hr	228.9k cost gp/hr	0.2	58715	
Mounted terrorbird gnome	range-def	61.7k XP/hr	43.7k GP/hr	235.3k cost gp/hr	0.2	58715	
Mounted terrorbird gnome	mage-def	58.7k XP/hr	41.6k GP/hr	224k cost gp/hr	0.2	58715	
Desert Lizard	atk-str-def	58.1k XP/hr	147.7k GP/hr	320.5k cost gp/hr	0.5	58363	
Desert Lizard	range	58.7k XP/hr	158.7k GP/hr	323.9k cost gp/hr	0.5	58363	
Desert Lizard	mage	60.9k XP/hr	176.7k GP/hr	336.3k cost gp/hr	0.5	58363	
Desert Lizard	range-def	58.2k XP/hr	154.3k GP/hr	321.4k cost gp/hr	0.5	58363	
Desert Lizard	mage-def	60.1k XP/hr	172.9k GP/hr	331.8k cost gp/hr	0.5	58363	
Ice wolf	atk-str-def	58.6k XP/hr	108k GP/hr	182.5k cost gp/hr	0.6	58203	
Ice wolf	range	61.1k XP/hr	112.6k GP/hr	190.2k cost gp/hr	0.6	58203	
Ice wolf	mage	60.5k XP/hr	111.5k GP/hr	188.4k cost gp/hr	0.6	58203	
Ice wolf	range-def	59.1k XP/hr	108.9k GP/hr	184.1k cost gp/hr	0.6	58203	
Ice wolf	mage-def	58.2k XP/hr	107.3k GP/hr	181.3k cost gp/hr	0.6	58203	
Ice wolf	atk-str-def	60.1k XP/hr	110.8k GP/hr	187.2k cost gp/hr	0.6	58203	
Ice wolf	range	59.2k XP/hr	109.2k GP/hr	184.5k cost gp/hr	0.6	58203	
Ice wolf	mage	58.6k XP/hr	108k GP/hr	182.5k cost gp/hr	0.6	58203	
Ice wolf	range-def	59.9k XP/hr	110.5k GP/hr	186.7k cost gp/hr	0.6	58203	
Ice wolf	mage-def	61.3k XP/hr	113k GP/hr	190.9k cost gp/hr	0.6	58203	
Troll general	atk-str-def	61.3k XP/hr	178.7k GP/hr	147.2k cost gp/hr	1.2	58203	
Troll general	range	59.8k XP/hr	52.4k GP/hr	143.5k cost gp/hr	0.4	58203	
Troll general	mage	60.5k XP/hr	98.9k GP/hr	145.3k cost gp/hr	0.7	58203	
Troll general	range-def	58.5k XP/hr	97.4k GP/hr	140.4k cost gp/hr	0.7	58203	
Troll general	mage-def	59.8k XP/hr	117.4k GP/hr	143.5k cost gp/hr	0.8	58203	
Troll general	atk-str-def	58.3k XP/hr	69.7k GP/hr	139.9k cost gp/hr	0.5	58203	
Troll general	range	58.1k XP/hr	61.7k GP/hr	139.4k cost gp/hr	0.4	58203	
Troll general	mage	58.7k XP/hr	73.2k GP/hr	140.9k cost gp/hr	0.5	58203	
Troll general	range-def	58.9k XP/hr	171.2k GP/hr	141.4k cost gp/hr	1.2	58203	
Troll general	mage-def	58.6k XP/hr	146.7k GP/hr	140.6k cost gp/hr	1.0	58203	
Troll general	atk-str-def	58.6k XP/hr	111.7k GP/hr	140.8k cost gp/hr	0.8	58203	
Troll general	range	59.4k XP/hr	88.3k GP/hr	142.5k cost gp/hr	0.6	58203	
Troll general	mage	58.2k XP/hr	135.9k GP/hr	139.8k cost gp/hr	1.0	58203	
Troll general	range-def	61.1k XP/hr	115.8k GP/hr	146.7k cost gp/hr	0.8	58203	
Troll general	mage-def	59k XP/hr	146.1k GP/hr	141.8k cost gp/hr	1.0	58203	
Kalphite Guardian	mage	60.6k XP/hr	197.2k GP/hr	601.3k cost gp/hr	0.3	57882	
Scorpion	range	60.2k XP/hr	0 GP/hr	211.5k cost gp/hr	0.0	57571	
Scorpion	mage	58.7k XP/hr	0 GP/hr	206k cost gp/hr	0.0	57571	
Scorpion	range-def	57.7k XP/hr	0 GP/hr	202.5k cost gp/hr	0.0	57571	
Scorpion	mage-def	59.6k XP/hr	0 GP/hr	209.1k cost gp/hr	0.0	57571	
Scorpion	range	57.3k XP/hr	0 GP/hr	201.2k cost gp/hr	0.0	57571	
Scorpion	mage	60.2k XP/hr	0 GP/hr	211.3k cost gp/hr	0.0	57571	
Scorpion	range-def	58k XP/hr	0 GP/hr	203.8k cost gp/hr	0.0	57571	
Scorpion	mage-def	58.7k XP/hr	0 GP/hr	206.3k cost gp/hr	0.0	57571	
Scorpion	atk-str-def	57.4k XP/hr	0 GP/hr	201.6k cost gp/hr	0.0	57569	
Scorpion	atk-str-def	60.6k XP/hr	0 GP/hr	212.6k cost gp/hr	0.0	57569	
Ice Troll	range	60.5k XP/hr	1m GP/hr	699.6k cost gp/hr	1.4	57568	
Guard	range-def	61.6k XP/hr	306.8k GP/hr	229.8k cost gp/hr	1.3	57284	
Kalphite Guardian	atk-str-def	59.3k XP/hr	227.1k GP/hr	595.1k cost gp/hr	0.4	57156	
Crypt rat	atk-str-def	61.8k XP/hr	45k GP/hr	0 cost gp/hr		57084	
Crypt rat	range	58.8k XP/hr	42.9k GP/hr	0 cost gp/hr		57084	
Crypt rat	mage	59.6k XP/hr	43.5k GP/hr	0 cost gp/hr		57084	
Crypt rat	range-def	61.4k XP/hr	44.8k GP/hr	0 cost gp/hr		57084	
Crypt rat	mage-def	60.9k XP/hr	44.4k GP/hr	0 cost gp/hr		57084	
Crypt rat	atk-str-def	58.9k XP/hr	43k GP/hr	0 cost gp/hr		57084	
Crypt rat	range	60.3k XP/hr	44k GP/hr	0 cost gp/hr		57084	
Crypt rat	mage	61.1k XP/hr	44.6k GP/hr	0 cost gp/hr		57084	
Crypt rat	range-def	61.9k XP/hr	45.1k GP/hr	0 cost gp/hr		57084	
Crypt rat	mage-def	60.2k XP/hr	43.9k GP/hr	0 cost gp/hr		57084	
Crypt rat	atk-str-def	59.5k XP/hr	43.4k GP/hr	0 cost gp/hr		57084	
Crypt rat	range	59.7k XP/hr	43.5k GP/hr	0 cost gp/hr		57084	
Crypt rat	mage	61.8k XP/hr	45.1k GP/hr	0 cost gp/hr		57084	
Crypt rat	range-def	61.5k XP/hr	44.9k GP/hr	0 cost gp/hr		57084	
Crypt rat	mage-def	58.9k XP/hr	43k GP/hr	0 cost gp/hr		57084	
Lizardman brute	atk-str-def	57.5k XP/hr	414k GP/hr	685.1k cost gp/hr	0.6	56377	
Ice Troll	mage	56.4k XP/hr	1m GP/hr	672.9k cost gp/hr	1.5	55822	
Mind Golem	atk-str-def	58.9k XP/hr	37.5k GP/hr	0 cost gp/hr		55645	
Mind Golem	range	58.9k XP/hr	30.2k GP/hr	0 cost gp/hr		55645	
Mind Golem	mage	58.8k XP/hr	34.3k GP/hr	0 cost gp/hr		55645	
Mind Golem	range-def	60k XP/hr	41.1k GP/hr	0 cost gp/hr		55645	
Mind Golem	mage-def	57.3k XP/hr	34k GP/hr	0 cost gp/hr		55645	
Mind Golem	atk-str-def	59.7k XP/hr	33k GP/hr	0 cost gp/hr		55645	
Mind Golem	range	57.3k XP/hr	32.1k GP/hr	0 cost gp/hr		55645	
Mind Golem	mage	58.1k XP/hr	33.5k GP/hr	0 cost gp/hr		55645	
Mind Golem	range-def	58.4k XP/hr	35k GP/hr	0 cost gp/hr		55645	
Mind Golem	mage-def	58k XP/hr	39.4k GP/hr	0 cost gp/hr		55645	
Mind Golem	atk-str-def	58.5k XP/hr	34.3k GP/hr	0 cost gp/hr		55645	
Mind Golem	range	59k XP/hr	35.7k GP/hr	0 cost gp/hr		55645	
Mind Golem	mage	57.4k XP/hr	36.9k GP/hr	0 cost gp/hr		55645	
Mind Golem	range-def	60.4k XP/hr	38.7k GP/hr	0 cost gp/hr		55645	
Mind Golem	mage-def	58.5k XP/hr	31.6k GP/hr	0 cost gp/hr		55645	
Kalphite Guardian	range	56.8k XP/hr	159.8k GP/hr	586.7k cost gp/hr	0.3	55596	
Desert Wolf	atk-str-def	55.4k XP/hr	210.2k GP/hr	153.3k cost gp/hr	1.4	55453	
Desert Wolf	range	55.4k XP/hr	210.3k GP/hr	153.4k cost gp/hr	1.4	55453	
Desert Wolf	mage	56.6k XP/hr	214.8k GP/hr	156.7k cost gp/hr	1.4	55453	
Desert Wolf	range-def	55.9k XP/hr	212.3k GP/hr	154.9k cost gp/hr	1.4	55453	
Desert Wolf	mage-def	56k XP/hr	212.8k GP/hr	155.3k cost gp/hr	1.4	55453	
Desert Wolf	atk-str-def	57.3k XP/hr	217.4k GP/hr	158.6k cost gp/hr	1.4	55453	
Desert Wolf	range	56.7k XP/hr	215.2k GP/hr	157k cost gp/hr	1.4	55453	
Desert Wolf	mage	57k XP/hr	216.3k GP/hr	157.8k cost gp/hr	1.4	55453	
Desert Wolf	range-def	56.5k XP/hr	214.4k GP/hr	156.4k cost gp/hr	1.4	55453	
Desert Wolf	mage-def	55.1k XP/hr	209.3k GP/hr	152.7k cost gp/hr	1.4	55453	
Terrorbird	atk-str-def	56.2k XP/hr	42.1k GP/hr	183.7k cost gp/hr	0.2	55453	
Terrorbird	range	55.8k XP/hr	41.8k GP/hr	182.3k cost gp/hr	0.2	55453	
Terrorbird	mage	55.8k XP/hr	41.9k GP/hr	182.6k cost gp/hr	0.2	55453	
Terrorbird	range-def	55.5k XP/hr	41.6k GP/hr	181.4k cost gp/hr	0.2	55453	
Terrorbird	mage-def	57.5k XP/hr	43.1k GP/hr	187.9k cost gp/hr	0.2	55453	
Terrorbird	atk-str-def	56.3k XP/hr	42.3k GP/hr	184.2k cost gp/hr	0.2	55453	
Terrorbird	range	55.4k XP/hr	41.6k GP/hr	181.2k cost gp/hr	0.2	55453	
Terrorbird	mage	56.8k XP/hr	42.6k GP/hr	185.6k cost gp/hr	0.2	55453	
Terrorbird	range-def	58.2k XP/hr	43.7k GP/hr	190.4k cost gp/hr	0.2	55453	
Terrorbird	mage-def	57.6k XP/hr	43.3k GP/hr	188.5k cost gp/hr	0.2	55453	
Brutal black Dragon	atk-str-def	58k XP/hr	970.3k GP/hr	123.6k cost gp/hr	7.9	55405	
Brutal black Dragon	atk-str-def	58.6k XP/hr	800.8k GP/hr	124.7k cost gp/hr	6.4	55405	
Brutal black Dragon	atk-str-def	56.6k XP/hr	689.6k GP/hr	120.5k cost gp/hr	5.7	55405	
Artio	mage	56k XP/hr	1.5m GP/hr	203.7k cost gp/hr	7.1	55165	
Artio	range-def	57.7k XP/hr	1.6m GP/hr	209.9k cost gp/hr	7.8	55165	
Artio	atk-str-def	56.8k XP/hr	1m GP/hr	206.8k cost gp/hr	4.9	55165	
Artio	range	56.6k XP/hr	1m GP/hr	205.9k cost gp/hr	5.0	55165	
Artio	range-def	56.2k XP/hr	1.4m GP/hr	204.7k cost gp/hr	7.0	55165	
White Wolf	range	56.9k XP/hr	166.9k GP/hr	173.9k cost gp/hr	1.0	55112	
White Wolf	mage	56.3k XP/hr	165.1k GP/hr	172k cost gp/hr	1.0	55112	
White Wolf	range-def	56.5k XP/hr	165.7k GP/hr	172.7k cost gp/hr	1.0	55112	
White Wolf	mage-def	56.7k XP/hr	166.3k GP/hr	173.3k cost gp/hr	1.0	55112	
White Wolf	range	57.3k XP/hr	168.1k GP/hr	175.2k cost gp/hr	1.0	55112	
White Wolf	mage	57.4k XP/hr	168.3k GP/hr	175.3k cost gp/hr	1.0	55112	
White Wolf	range-def	57.4k XP/hr	168.4k GP/hr	175.4k cost gp/hr	1.0	55112	
White Wolf	mage-def	55.2k XP/hr	162k GP/hr	168.8k cost gp/hr	1.0	55112	
White Wolf	atk-str-def	54.7k XP/hr	160.5k GP/hr	167.3k cost gp/hr	1.0	55110	
White Wolf	atk-str-def	55.1k XP/hr	161.8k GP/hr	168.6k cost gp/hr	1.0	55110	
Hobgoblin	range	57.5k XP/hr	143.1k GP/hr	283.3k cost gp/hr	0.5	54703	
Hobgoblin	mage	56.2k XP/hr	166.6k GP/hr	276.6k cost gp/hr	0.6	54703	
Hobgoblin	range-def	55k XP/hr	123.8k GP/hr	270.8k cost gp/hr	0.5	54703	
Hobgoblin	mage-def	54.6k XP/hr	162k GP/hr	268.6k cost gp/hr	0.6	54703	
Hobgoblin	atk-str-def	57.6k XP/hr	188.1k GP/hr	283.6k cost gp/hr	0.7	54701	
Harpie Bug Swarm	atk-str-def	54.7k XP/hr	67.8k GP/hr	221.3k cost gp/hr	0.3	54596	
Harpie Bug Swarm	range	57.2k XP/hr	84.3k GP/hr	231.3k cost gp/hr	0.4	54596	
Harpie Bug Swarm	mage	55.8k XP/hr	77k GP/hr	226k cost gp/hr	0.3	54596	
Harpie Bug Swarm	range-def	56.1k XP/hr	99.3k GP/hr	227.2k cost gp/hr	0.4	54596	
Harpie Bug Swarm	mage-def	55.1k XP/hr	83.1k GP/hr	223.2k cost gp/hr	0.4	54596	
Harpie Bug Swarm	atk-str-def	56.8k XP/hr	83.9k GP/hr	229.9k cost gp/hr	0.4	54596	
Harpie Bug Swarm	range	56.1k XP/hr	82.9k GP/hr	227.3k cost gp/hr	0.4	54596	
Harpie Bug Swarm	mage	57.2k XP/hr	74.9k GP/hr	231.5k cost gp/hr	0.3	54596	
Harpie Bug Swarm	range-def	55.4k XP/hr	74.9k GP/hr	224.4k cost gp/hr	0.3	54596	
Harpie Bug Swarm	mage-def	56k XP/hr	86.4k GP/hr	226.9k cost gp/hr	0.4	54596	
Harpie Bug Swarm	atk-str-def	55.5k XP/hr	75.8k GP/hr	224.5k cost gp/hr	0.3	54596	
Harpie Bug Swarm	range	54.8k XP/hr	87.2k GP/hr	221.9k cost gp/hr	0.4	54596	
Harpie Bug Swarm	mage	55.6k XP/hr	78.9k GP/hr	225k cost gp/hr	0.4	54596	
Harpie Bug Swarm	range-def	57.1k XP/hr	79.9k GP/hr	231.3k cost gp/hr	0.3	54596	
Harpie Bug Swarm	mage-def	54.3k XP/hr	75.8k GP/hr	220k cost gp/hr	0.3	54596	
Poison Scorpion	range	57.2k XP/hr	0 GP/hr	242.1k cost gp/hr	0.0	54552	
Poison Scorpion	mage	57k XP/hr	0 GP/hr	241.2k cost gp/hr	0.0	54552	
Poison Scorpion	range-def	56.8k XP/hr	0 GP/hr	240.5k cost gp/hr	0.0	54552	
Poison Scorpion	mage-def	57.1k XP/hr	0 GP/hr	241.8k cost gp/hr	0.0	54552	
Poison Scorpion	range	57.1k XP/hr	0 GP/hr	241.8k cost gp/hr	0.0	54552	
Poison Scorpion	mage	57.4k XP/hr	0 GP/hr	242.8k cost gp/hr	0.0	54552	
Poison Scorpion	range-def	56.8k XP/hr	0 GP/hr	240.6k cost gp/hr	0.0	54552	
Poison Scorpion	mage-def	55.6k XP/hr	0 GP/hr	235.4k cost gp/hr	0.0	54552	
Poison Scorpion	range	57.3k XP/hr	0 GP/hr	242.3k cost gp/hr	0.0	54552	
Poison Scorpion	mage	56.2k XP/hr	0 GP/hr	237.8k cost gp/hr	0.0	54552	
Poison Scorpion	range-def	56k XP/hr	0 GP/hr	237.1k cost gp/hr	0.0	54552	
Poison Scorpion	mage-def	55.4k XP/hr	0 GP/hr	234.4k cost gp/hr	0.0	54552	
Poison Scorpion	atk-str-def	54.5k XP/hr	0 GP/hr	230.7k cost gp/hr	0.0	54550	
Poison Scorpion	atk-str-def	54.3k XP/hr	0 GP/hr	229.9k cost gp/hr	0.0	54550	
Poison Scorpion	atk-str-def	56k XP/hr	0 GP/hr	237k cost gp/hr	0.0	54550	
Goblin	mage-def	56.4k XP/hr	447.6k GP/hr	187.6k cost gp/hr	2.4	54103	
Baby red Dragon	atk-str-def	55.9k XP/hr	154.5k GP/hr	108.7k cost gp/hr	1.4	54046	
Baby red Dragon	range	54.8k XP/hr	151.4k GP/hr	106.5k cost gp/hr	1.4	54046	
Baby red Dragon	mage	56.4k XP/hr	155.7k GP/hr	109.5k cost gp/hr	1.4	54046	
Baby red Dragon	range-def	56.4k XP/hr	155.8k GP/hr	109.6k cost gp/hr	1.4	54046	
Baby red Dragon	mage-def	55.9k XP/hr	154.3k GP/hr	108.6k cost gp/hr	1.4	54046	
Baby red Dragon	atk-str-def	56.2k XP/hr	155.3k GP/hr	109.2k cost gp/hr	1.4	54046	
Baby red Dragon	range	54.1k XP/hr	149.4k GP/hr	105.1k cost gp/hr	1.4	54046	
Baby red Dragon	mage	56k XP/hr	154.8k GP/hr	108.9k cost gp/hr	1.4	54046	
Baby red Dragon	range-def	54.8k XP/hr	151.2k GP/hr	106.4k cost gp/hr	1.4	54046	
Baby red Dragon	mage-def	54.6k XP/hr	150.8k GP/hr	106.1k cost gp/hr	1.4	54046	
Baby red Dragon	atk-str-def	55.5k XP/hr	153.4k GP/hr	108k cost gp/hr	1.4	54046	
Baby red Dragon	range	55.8k XP/hr	154.2k GP/hr	108.5k cost gp/hr	1.4	54046	
Baby red Dragon	mage	56.7k XP/hr	156.5k GP/hr	110.1k cost gp/hr	1.4	54046	
Baby red Dragon	range-def	57.1k XP/hr	157.7k GP/hr	111k cost gp/hr	1.4	54046	
Baby red Dragon	mage-def	54.1k XP/hr	149.5k GP/hr	105.2k cost gp/hr	1.4	54046	
Monkey Guard	atk-str-def	56.9k XP/hr	41.4k GP/hr	183.7k cost gp/hr	0.2	54046	
Monkey Guard	range	54.4k XP/hr	39.6k GP/hr	175.5k cost gp/hr	0.2	54046	
Monkey Guard	mage	55.9k XP/hr	40.7k GP/hr	180.5k cost gp/hr	0.2	54046	
Monkey Guard	range-def	55.9k XP/hr	40.6k GP/hr	180.2k cost gp/hr	0.2	54046	
Monkey Guard	mage-def	55.1k XP/hr	40.1k GP/hr	178k cost gp/hr	0.2	54046	
Monkey Guard	atk-str-def	56.5k XP/hr	41.1k GP/hr	182.5k cost gp/hr	0.2	54046	
Monkey Guard	range	56.1k XP/hr	40.8k GP/hr	181.2k cost gp/hr	0.2	54046	
Monkey Guard	mage	55.2k XP/hr	40.2k GP/hr	178.3k cost gp/hr	0.2	54046	
Monkey Guard	range-def	55.4k XP/hr	40.3k GP/hr	178.7k cost gp/hr	0.2	54046	
Monkey Guard	mage-def	56.8k XP/hr	41.3k GP/hr	183.2k cost gp/hr	0.2	54046	
Monkey Guard	atk-str-def	56.7k XP/hr	41.3k GP/hr	183.1k cost gp/hr	0.2	54046	
Monkey Guard	range	54.6k XP/hr	39.7k GP/hr	176.1k cost gp/hr	0.2	54046	
Monkey Guard	mage	54.1k XP/hr	39.3k GP/hr	174.6k cost gp/hr	0.2	54046	
Monkey Guard	range-def	56.8k XP/hr	41.3k GP/hr	183.4k cost gp/hr	0.2	54046	
Monkey Guard	mage-def	54.3k XP/hr	39.5k GP/hr	175.3k cost gp/hr	0.2	54046	
Jackal	atk-str-def	54.3k XP/hr	51.3k GP/hr	176.4k cost gp/hr	0.3	53966	
Jackal	range	55.4k XP/hr	52.3k GP/hr	179.9k cost gp/hr	0.3	53966	
Jackal	mage	53.7k XP/hr	50.7k GP/hr	174.5k cost gp/hr	0.3	53966	
Jackal	range-def	55k XP/hr	51.9k GP/hr	178.7k cost gp/hr	0.3	53966	
Jackal	mage-def	55k XP/hr	52k GP/hr	178.8k cost gp/hr	0.3	53966	
Jackal	atk-str-def	56k XP/hr	52.9k GP/hr	182k cost gp/hr	0.3	53966	
Jackal	range	53.9k XP/hr	50.9k GP/hr	175.1k cost gp/hr	0.3	53966	
Jackal	mage	55.5k XP/hr	52.4k GP/hr	180.3k cost gp/hr	0.3	53966	
Jackal	range-def	56.2k XP/hr	53.1k GP/hr	182.8k cost gp/hr	0.3	53966	
Jackal	mage-def	54.8k XP/hr	51.7k GP/hr	178k cost gp/hr	0.3	53966	
King Black Dragon	range	56.8k XP/hr	667.2k GP/hr	155.7k cost gp/hr	4.3	53893	
King Black Dragon	mage	56.6k XP/hr	508.9k GP/hr	155.2k cost gp/hr	3.3	53893	
King Black Dragon	range-def	56.4k XP/hr	618.4k GP/hr	154.7k cost gp/hr	4.0	53893	
King Black Dragon	mage-def	54.6k XP/hr	560.2k GP/hr	149.6k cost gp/hr	3.7	53893	
King Black Dragon	range	57.8k XP/hr	712.3k GP/hr	158.5k cost gp/hr	4.5	53893	
King Black Dragon	mage	57.6k XP/hr	503.9k GP/hr	157.9k cost gp/hr	3.2	53893	
King Black Dragon	range-def	56.5k XP/hr	550.8k GP/hr	154.7k cost gp/hr	3.6	53893	
King Black Dragon	mage-def	56.9k XP/hr	549.4k GP/hr	155.9k cost gp/hr	3.5	53893	
King Black Dragon	range	56.3k XP/hr	665.3k GP/hr	154.1k cost gp/hr	4.3	53893	
King Black Dragon	mage	55.8k XP/hr	502.2k GP/hr	152.8k cost gp/hr	3.3	53893	
King Black Dragon	range-def	57.7k XP/hr	548.7k GP/hr	158.2k cost gp/hr	3.5	53893	
King Black Dragon	mage-def	55.2k XP/hr	501.6k GP/hr	151.2k cost gp/hr	3.3	53893	
Brutal red Dragon	atk-str-def	56.6k XP/hr	428.2k GP/hr	141.3k cost gp/hr	3.0	53166	
Brutal red Dragon	atk-str-def	53.8k XP/hr	373.2k GP/hr	134.4k cost gp/hr	2.8	53166	
Brutal red Dragon	atk-str-def	54k XP/hr	440.3k GP/hr	134.8k cost gp/hr	3.3	53166	
Artio	atk-str-def	54.5k XP/hr	1.3m GP/hr	207.4k cost gp/hr	6.1	52767	
Artio	range	54.4k XP/hr	963.2k GP/hr	207k cost gp/hr	4.7	52767	
Artio	range	55.5k XP/hr	715.9k GP/hr	211k cost gp/hr	3.4	52767	
Artio	mage	56.4k XP/hr	1.2m GP/hr	214.6k cost gp/hr	5.5	52767	
Artio	range-def	54.1k XP/hr	1m GP/hr	205.7k cost gp/hr	5.0	52767	
Artio	mage-def	53.6k XP/hr	1.2m GP/hr	204k cost gp/hr	5.9	52767	
Artio	mage	53.7k XP/hr	987.3k GP/hr	204.5k cost gp/hr	4.8	52767	
Artio	mage-def	54.1k XP/hr	678.4k GP/hr	205.8k cost gp/hr	3.3	52767	
Bat	range	55.8k XP/hr	685k GP/hr	0 cost gp/hr		52513	
Bat	mage	56.9k XP/hr	698.7k GP/hr	0 cost gp/hr		52513	
Bat	range-def	55.5k XP/hr	681.2k GP/hr	0 cost gp/hr		52513	
Bat	mage-def	55.7k XP/hr	683.9k GP/hr	0 cost gp/hr		52513	
Bat	range	55.2k XP/hr	678.1k GP/hr	0 cost gp/hr		52513	
Bat	mage	54.9k XP/hr	674.5k GP/hr	0 cost gp/hr		52513	
Bat	range-def	56.6k XP/hr	695.3k GP/hr	0 cost gp/hr		52513	
Bat	mage-def	56.6k XP/hr	694.7k GP/hr	0 cost gp/hr		52513	
Bat	atk-str-def	54.1k XP/hr	664.1k GP/hr	0 cost gp/hr		52512	
Bat	atk-str-def	56.7k XP/hr	696.3k GP/hr	0 cost gp/hr		52512	
Deadly red spider	range	55.8k XP/hr	313.1k GP/hr	106.7k cost gp/hr	2.9	52234	
Deadly red spider	mage	55.1k XP/hr	309.3k GP/hr	105.4k cost gp/hr	2.9	52234	
Deadly red spider	range-def	53.8k XP/hr	302k GP/hr	102.9k cost gp/hr	2.9	52234	
Deadly red spider	mage-def	54.9k XP/hr	308.4k GP/hr	105.1k cost gp/hr	2.9	52234	
Deadly red spider	range	53.8k XP/hr	0 GP/hr	102.8k cost gp/hr	0.0	52234	
Deadly red spider	mage	56k XP/hr	0 GP/hr	107.1k cost gp/hr	0.0	52234	
Deadly red spider	range-def	55.8k XP/hr	0 GP/hr	106.7k cost gp/hr	0.0	52234	
Deadly red spider	mage-def	54.4k XP/hr	0 GP/hr	104.1k cost gp/hr	0.0	52234	
Deadly red spider	atk-str-def	56.6k XP/hr	289.5k GP/hr	108.3k cost gp/hr	2.7	52232	
Deadly red spider	atk-str-def	53.9k XP/hr	0 GP/hr	103.1k cost gp/hr	0.0	52232	
Giant Bat	atk-str-def	55.2k XP/hr	201.2k GP/hr	0 cost gp/hr		52191	
Giant Bat	range	54.8k XP/hr	199.9k GP/hr	0 cost gp/hr		52191	
Giant Bat	mage	53.5k XP/hr	195.2k GP/hr	0 cost gp/hr		52191	
Giant Bat	range-def	54.8k XP/hr	200k GP/hr	0 cost gp/hr		52191	
Giant Bat	mage-def	55.4k XP/hr	202k GP/hr	0 cost gp/hr		52191	
Giant Bat	atk-str-def	54.3k XP/hr	198.2k GP/hr	0 cost gp/hr		52191	
Giant Bat	range	55.5k XP/hr	202.5k GP/hr	0 cost gp/hr		52191	
Giant Bat	mage	54.7k XP/hr	199.6k GP/hr	0 cost gp/hr		52191	
Giant Bat	range-def	56.8k XP/hr	207.1k GP/hr	0 cost gp/hr		52191	
Giant Bat	mage-def	54.1k XP/hr	197.3k GP/hr	0 cost gp/hr		52191	
Giant Bat	atk-str-def	56.4k XP/hr	205.7k GP/hr	0 cost gp/hr		52191	
Giant Bat	range	54.5k XP/hr	198.7k GP/hr	0 cost gp/hr		52191	
Giant Bat	mage	54.4k XP/hr	198.2k GP/hr	0 cost gp/hr		52191	
Giant Bat	range-def	56k XP/hr	204.4k GP/hr	0 cost gp/hr		52191	
Giant Bat	mage-def	55.9k XP/hr	203.7k GP/hr	0 cost gp/hr		52191	
Locust Rider	mage	51.9k XP/hr	1.2m GP/hr	593.2k cost gp/hr	2.0	51854	
Ice Troll	atk-str-def	53.7k XP/hr	1.1m GP/hr	696.2k cost gp/hr	1.6	51316	
Bronze Dragon	range	51.9k XP/hr	302.3k GP/hr	75.4k cost gp/hr	4.0	51167	
Bronze Dragon	mage	53.9k XP/hr	295.7k GP/hr	78.3k cost gp/hr	3.8	51167	
Bronze Dragon	range-def	51.4k XP/hr	280.3k GP/hr	74.7k cost gp/hr	3.8	51167	
Bronze Dragon	mage-def	52.6k XP/hr	352.9k GP/hr	76.4k cost gp/hr	4.6	51167	
Bronze Dragon	range	53.6k XP/hr	315.2k GP/hr	77.9k cost gp/hr	4.0	51167	
Bronze Dragon	mage	52.5k XP/hr	290.8k GP/hr	76.2k cost gp/hr	3.8	51167	
Bronze Dragon	range-def	52.6k XP/hr	327.5k GP/hr	76.4k cost gp/hr	4.3	51167	
Bronze Dragon	mage-def	53.6k XP/hr	315.2k GP/hr	77.8k cost gp/hr	4.1	51167	
Pyrelord	atk-str-def	53.4k XP/hr	46.4k GP/hr	81.9k cost gp/hr	0.6	51058	
Pyrelord	range	52.1k XP/hr	40.7k GP/hr	79.9k cost gp/hr	0.5	51058	
Pyrelord	mage	51.6k XP/hr	37.8k GP/hr	79k cost gp/hr	0.5	51058	
Pyrelord	range-def	51.2k XP/hr	33.8k GP/hr	78.5k cost gp/hr	0.4	51058	
Pyrelord	mage-def	52.8k XP/hr	58.4k GP/hr	80.9k cost gp/hr	0.7	51058	
Pyrelord	atk-str-def	53.8k XP/hr	44.1k GP/hr	82.6k cost gp/hr	0.5	51058	
Pyrelord	range	53.6k XP/hr	37.6k GP/hr	82.1k cost gp/hr	0.5	51058	
Pyrelord	mage	52.1k XP/hr	37.4k GP/hr	79.9k cost gp/hr	0.5	51058	
Pyrelord	range-def	53.1k XP/hr	36.6k GP/hr	81.5k cost gp/hr	0.4	51058	
Pyrelord	mage-def	53.9k XP/hr	34k GP/hr	82.7k cost gp/hr	0.4	51058	
Pyrelord	atk-str-def	52.4k XP/hr	37.9k GP/hr	80.3k cost gp/hr	0.5	51058	
Pyrelord	range	51.7k XP/hr	34.3k GP/hr	79.2k cost gp/hr	0.4	51058	
