Monster	AttackStyle	XP/hr	attack XP/hr	strength XP/hr	defence XP/hr	magic XP/hr	ranged XP/hr	hitpoints XP/hr	slayer XP/hr	Options	Food	GP/hr	Cost/hr	Raw Command	Raw Trip
Terrorbird	mage-def	57k XP/hr	0	0	21.3k	21.3k	0	14.2k	0		187.3 Sharks/hr	 Loot/hr	187.3/hr Shark Cost/hr	{"duration":2116797443,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","2% for Shark","Removing items: 110.1k Shark"]}	{"quantity":184143,"messages":[],"newKC":184143}
Terrorbird	mage	81k XP/hr	0	0	0	60.8k	0	20.2k	0		267.5 Sharks/hr	 Loot/hr	979.6/hr Cannonball,267.5/hr Shark Cost/hr	{"duration":2116793994,"quantity":263061,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","30% for Cannon in singles","2% for Shark","Removing items: 576k Cannonball, 157.3k Shark"]}	{"quantity":263061,"messages":[],"newKC":263061}
Terrorbird	mage	57k XP/hr	0	0	0	42.6k	0	14.2k	0		187.3 Sharks/hr	 Loot/hr	187.3/hr Shark Cost/hr	{"duration":2116797443,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","2% for Shark","Removing items: 110.1k Shark"]}	{"quantity":184143,"messages":[],"newKC":184143}
Terrorbird	mage	57k XP/hr	0	0	0	42.6k	0	14.2k	0		187.3 Sharks/hr	 Loot/hr	187.3/hr Shark Cost/hr	{"duration":2116797443,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","2% for Shark","Removing items: 110.1k Shark"]}	{"quantity":184143,"messages":[],"newKC":184143}
Terrorbird	range-def	81k XP/hr	0	0	30.4k	0	30.4k	20.2k	0		267.5 Sharks/hr	 Loot/hr	979.6/hr Cannonball,267.5/hr Shark Cost/hr	{"duration":2116793994,"quantity":263061,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","30% for Cannon in singles","2% for Shark","Removing items: 576k Cannonball, 157.3k Shark"]}	{"quantity":263061,"messages":[],"newKC":263061}
Terrorbird	range-def	57k XP/hr	0	0	21.3k	0	21.3k	14.2k	0		187.3 Sharks/hr	 Loot/hr	187.3/hr Shark Cost/hr	{"duration":2116797443,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","2% for Shark","Removing items: 110.1k Shark"]}	{"quantity":184143,"messages":[],"newKC":184143}
Terrorbird	range-def	57k XP/hr	0	0	21.3k	0	21.3k	14.2k	0		187.3 Sharks/hr	 Loot/hr	187.3/hr Shark Cost/hr	{"duration":2116797443,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","2% for Shark","Removing items: 110.1k Shark"]}	{"quantity":184143,"messages":[],"newKC":184143}
Terrorbird	range	81k XP/hr	0	0	0	0	60.8k	20.2k	0		267.5 Sharks/hr	 Loot/hr	979.6/hr Cannonball,267.5/hr Shark Cost/hr	{"duration":2116793994,"quantity":263061,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","30% for Cannon in singles","2% for Shark","Removing items: 576k Cannonball, 157.3k Shark"]}	{"quantity":263061,"messages":[],"newKC":263061}
Terrorbird	range	57k XP/hr	0	0	0	0	42.6k	14.2k	0		187.3 Sharks/hr	 Loot/hr	187.3/hr Shark Cost/hr	{"duration":2116797443,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","2% for Shark","Removing items: 110.1k Shark"]}	{"quantity":184143,"messages":[],"newKC":184143}
Terrorbird	range	57k XP/hr	0	0	0	0	42.6k	14.2k	0		187.3 Sharks/hr	 Loot/hr	187.3/hr Shark Cost/hr	{"duration":2116797443,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","2% for Shark","Removing items: 110.1k Shark"]}	{"quantity":184143,"messages":[],"newKC":184143}
The Leviathan	atk-str-def	104k XP/hr	25.9k	25.9k	25.9k	0	0	25.9k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3730,"messages":["You died 5497x times."],"newKC":3730}
The Leviathan	atk-str-def	105k XP/hr	26.3k	26.3k	26.3k	0	0	26.3k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3789,"messages":["You died 5438x times."],"newKC":3789}
The Leviathan	atk-str-def	103k XP/hr	25.8k	25.8k	25.8k	0	0	25.7k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3711,"messages":["You died 5516x times."],"newKC":3711}
The Leviathan	mage-def	106k XP/hr	0	0	39.7k	39.7k	0	26.4k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3804,"messages":["You died 5423x times."],"newKC":3804}
The Leviathan	mage-def	106k XP/hr	0	0	39.6k	39.6k	0	26.3k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3801,"messages":["You died 5426x times."],"newKC":3801}
The Leviathan	mage-def	103k XP/hr	0	0	38.8k	38.8k	0	25.8k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3718,"messages":["You died 5509x times."],"newKC":3718}
The Leviathan	mage	104k XP/hr	0	0	0	78.3k	0	26k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3758,"messages":["You died 5469x times."],"newKC":3758}
The Leviathan	mage	104k XP/hr	0	0	0	78.4k	0	26.1k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3759,"messages":["You died 5468x times."],"newKC":3759}
The Leviathan	mage	103k XP/hr	0	0	0	77.6k	0	25.8k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3720,"messages":["You died 5507x times."],"newKC":3720}
The Leviathan	range-def	105k XP/hr	0	0	39.2k	0	39.2k	26.1k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3764,"messages":["You died 5463x times."],"newKC":3764}
The Leviathan	range-def	105k XP/hr	0	0	39.5k	0	39.5k	26.3k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3787,"messages":["You died 5440x times."],"newKC":3787}
The Leviathan	range-def	103k XP/hr	0	0	38.8k	0	38.8k	25.8k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3725,"messages":["You died 5502x times."],"newKC":3725}
The Leviathan	range	103k XP/hr	0	0	0	0	77.3k	25.7k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3710,"messages":["You died 5517x times."],"newKC":3710}
The Leviathan	range	103k XP/hr	0	0	0	0	77.4k	25.8k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3715,"messages":["You died 5512x times."],"newKC":3715}
The Leviathan	range	105k XP/hr	0	0	0	0	78.5k	26.1k	0		1588.9 Sharks/hr	 Loot/hr	1588.9/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 934.2k Shark"]}	{"quantity":3767,"messages":["You died 5460x times."],"newKC":3767}
The Whisperer	atk-str-def	105k XP/hr	26.3k	26.3k	26.3k	0	0	26.3k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3789,"messages":["You died 5438x times."],"newKC":3789}
The Whisperer	atk-str-def	106k XP/hr	26.6k	26.6k	26.6k	0	0	26.5k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3825,"messages":["You died 5402x times."],"newKC":3825}
The Whisperer	atk-str-def	103k XP/hr	25.8k	25.8k	25.8k	0	0	25.7k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3708,"messages":["You died 5519x times."],"newKC":3708}
The Whisperer	mage-def	103k XP/hr	0	0	38.7k	38.7k	0	25.8k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3716,"messages":["You died 5511x times."],"newKC":3716}
The Whisperer	mage-def	105k XP/hr	0	0	39.5k	39.5k	0	26.2k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3785,"messages":["You died 5442x times."],"newKC":3785}
The Whisperer	mage-def	104k XP/hr	0	0	38.9k	38.9k	0	25.8k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3728,"messages":["You died 5499x times."],"newKC":3728}
The Whisperer	mage	106k XP/hr	0	0	0	79.8k	0	26.5k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3830,"messages":["You died 5397x times."],"newKC":3830}
The Whisperer	mage	107k XP/hr	0	0	0	79.9k	0	26.6k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3834,"messages":["You died 5393x times."],"newKC":3834}
The Whisperer	mage	103k XP/hr	0	0	0	76.9k	0	25.6k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3690,"messages":["You died 5537x times."],"newKC":3690}
The Whisperer	range-def	106k XP/hr	0	0	39.8k	0	39.8k	26.5k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3819,"messages":["You died 5408x times."],"newKC":3819}
The Whisperer	range-def	104k XP/hr	0	0	38.9k	0	38.9k	25.9k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3732,"messages":["You died 5495x times."],"newKC":3732}
The Whisperer	range-def	103k XP/hr	0	0	38.6k	0	38.6k	25.6k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3699,"messages":["You died 5528x times."],"newKC":3699}
The Whisperer	range	102k XP/hr	0	0	0	0	76.3k	25.4k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3658,"messages":["You died 5569x times."],"newKC":3658}
The Whisperer	range	104k XP/hr	0	0	0	0	77.7k	25.8k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3726,"messages":["You died 5501x times."],"newKC":3726}
The Whisperer	range	105k XP/hr	0	0	0	0	78.7k	26.2k	0		776.8 Sharks/hr	 Loot/hr	776.8/hr Shark Cost/hr	{"duration":2116749462,"quantity":9227,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 456.7k Shark"]}	{"quantity":3774,"messages":["You died 5453x times."],"newKC":3774}
Thermonuclear smoke devil	atk-str-def	155k XP/hr	32.6k	32.6k	32.6k	0	0	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	atk-str-def	155k XP/hr	32.6k	32.6k	32.6k	0	0	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	atk-str-def	155k XP/hr	32.6k	32.6k	32.6k	0	0	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	mage-def	155k XP/hr	0	0	48.8k	48.8k	0	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	mage-def	155k XP/hr	0	0	48.8k	48.8k	0	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	mage-def	155k XP/hr	0	0	48.8k	48.8k	0	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	mage	155k XP/hr	0	0	0	97.7k	0	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	mage	155k XP/hr	0	0	0	97.7k	0	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	mage	155k XP/hr	0	0	0	97.7k	0	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	range-def	155k XP/hr	0	0	48.8k	0	48.8k	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	range-def	155k XP/hr	0	0	48.8k	0	48.8k	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	range-def	155k XP/hr	0	0	48.8k	0	48.8k	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	range	155k XP/hr	0	0	0	0	97.7k	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Thermonuclear smoke devil	range	155k XP/hr	0	0	0	0	97.7k	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
